244,157
243,439
240,25
206,310
139,220
243,30
356,236
168,36
154,138
45,231
57,434
344,100
84,308
112,388
421,91
126,57
196,238
295,360
472,142
10,129
292,193
296,343
186,193
0,201
337,380
42,54
199,19
168,260
114,289
82,373
313,126
238,361
456,336
73,126
202,438
439,369
360,57
430,418
164,2
0,425
314,206
181,91
423,360
48,74
25,207
319,159
256,121
417,75
45,203
92,135
399,26
382,382
352,192
472,294
266,436
232,294
344,108
10,101
91,193
159,166
228,18
252,375
344,229
352,169
478,165
284,318
316,23
430,372
376,172
45,54
127,105
187,385
116,343
157,133
279,77
392,283
190,148
12,407
405,320
193,320
315,444
292,52
122,278
336,238
190,431
186,52
471,301
48,347
316,247
260,346
439,336
104,117
19,140
478,425
152,422
470,341
426,253
298,85
261,432
48,306
134,346
134,117
458,61
186,29
58,109
92,120
6,80
475,248
247,161
403,390
104,341
7,161
141,390
20,100
81,357
82,420
415,220
452,367
130,353
451,179
434,108
112,57
133,278
136,185
39,252
175,360
339,364
58,351
136,23
6,322
82,168
194,0
243,103
396,382
375,161
79,19
130,101
262,238
316,129
186,1
336,434
256,325
372,375
456,270
315,2
415,336
228,101
70,418
141,380
288,250
262,112
206,360
73,96
82,163
196,185
436,166
460,133
331,211
446,198
91,235
21,436
382,51
159,159
238,25
256,320
439,33
163,376
475,215
6,294
92,352
306,424
236,198
276,420
73,320
2,278
430,347
159,280
178,113
348,295
22,112
220,393
172,316
422,119
310,39
182,119
376,250
348,151
474,376
199,28
465,327
430,306
32,198
420,441
451,267
433,231
322,400
118,57
475,84
316,60
403,226
216,238
262,205
242,376
474,106
10,151
136,376
310,263
435,294
380,346
139,399
44,0
32,422
336,46
272,129
475,308
397,425
315,108
421,355
96,317
36,37
193,231
396,429
10,375
16,306
439,0
199,427
235,84
102,247
285,103
417,259
272,268
237,310
214,308
396,56
381,156
156,56
142,158
70,151
43,444
408,295
45,243
32,44
92,422
301,187
61,187
216,210
136,101
315,332
279,19
276,261
36,261
61,434
15,238
243,343
57,91
22,362
457,290
459,336
268,112
427,285
343,161
345,103
32,268
446,402
433,54
206,402
338,82
194,446
99,47
399,61
136,96
382,8
247,49
468,295
297,315
262,208
376,50
26,327
231,369
70,123
468,151
76,166
403,332
259,306
45,215
272,343
285,196
465,392
332,128
100,169
338,306
130,295
103,161
382,250
22,334
258,53
446,24
98,82
98,100
342,70
45,439
43,2
165,126
96,14
310,364
196,199
190,39
242,86
330,446
27,179
199,142
436,54
0,445
190,407
364,294
310,323
105,238
282,261
356,210
272,86
253,234
165,350
236,248
423,254
79,203
127,341
22,59
19,399
202,26
326,178
420,105
322,46
472,152
228,429
315,168
240,421
44,446
96,395
147,211
190,420
146,103
74,245
123,348
339,399
247,173
380,10
225,234
79,427
46,39
16,96
162,317
186,445
310,84
374,105
75,56
268,334
74,240
374,352
296,24
56,24
55,226
310,205
46,263
193,196
42,409
232,124
86,317
435,56
439,194
402,306
140,306
102,14
352,58
115,231
456,17
366,389
396,250
326,24
27,267
456,163
402,162
7,145
332,103
288,15
27,141
404,226
157,89
10,317
337,56
217,238
333,431
146,443
52,170
420,337
292,417
104,217
162,60
405,294
190,140
362,103
351,341
433,392
434,357
374,324
247,369
439,63
8,105
36,185
19,114
261,56
70,196
313,350
109,273
219,306
112,198
360,281
82,26
416,280
373,238
38,105
92,94
247,117
2,38
433,243
61,371
388,110
159,287
0,361
403,220
462,306
222,306
464,105
475,343
355,198
264,308
362,322
399,371
402,129
228,242
386,23
10,428
428,285
403,112
476,182
165,320
228,345
282,87
96,64
76,247
165,14
478,245
422,103
2,136
193,243
162,274
182,103
374,26
468,317
246,124
314,240
297,355
57,355
133,103
433,215
324,308
352,388
241,310
39,77
320,194
240,85
234,289
43,294
276,26
58,441
36,26
124,157
217,56
266,79
332,24
115,26
45,376
66,417
292,253
52,253
186,253
313,294
73,294
478,361
392,178
172,434
366,58
45,250
6,142
126,58
440,105
228,353
124,381
415,444
392,317
98,346
62,280
402,199
459,114
259,336
366,282
196,396
440,329
3,248
303,360
238,151
315,334
457,436
432,263
420,109
102,208
76,317
403,56
430,28
232,192
99,175
74,2
256,140
279,142
199,33
272,103
199,280
380,212
104,128
262,336
126,277
194,430
238,375
342,185
102,185
175,26
68,61
312,49
26,311
159,203
118,165
25,239
165,362
380,436
422,24
118,21
418,319
14,229
434,16
462,96
194,16
44,108
452,311
476,278
236,278
285,54
46,285
415,2
92,23
177,210
472,164
301,35
314,444
112,248
366,164
298,109
134,105
162,87
402,166
163,168
475,7
260,100
374,122
302,264
159,54
3,215
315,54
364,157
75,338
344,346
344,117
70,241
417,187
294,116
22,84
63,220
61,12
397,245
4,152
355,248
126,388
375,226
134,100
462,194
206,268
16,126
176,264
298,351
476,376
76,140
408,241
451,221
168,241
423,220
399,12
3,439
315,278
342,152
478,421
79,434
175,420
210,112
278,5
146,231
303,196
292,434
79,61
176,12
186,434
58,105
296,422
451,445
338,10
181,355
183,136
426,141
313,84
374,341
246,192
344,318
223,208
210,336
165,203
61,411
478,25
114,157
303,420
474,320
19,5
404,341
228,17
81,245
134,108
38,122
136,199
246,169
426,365
122,264
446,343
123,98
288,431
238,85
190,26
39,369

fold along x=239
fold along y=223
fold along x=119
fold along y=111
fold along x=59
fold along y=55
fold along x=29
fold along y=27
fold along y=13
fold along y=6
