500,324
559,266
304,305
102,170
542,213
26,31
280,213
136,168
346,423
352,317
514,236
150,368
327,409
300,392
280,334
126,239
64,35
355,364
106,297
381,236
520,22
174,437
396,257
280,311
452,417
145,266
410,420
64,12
14,420
314,303
136,37
6,336
127,68
78,212
554,141
130,259

fold along x=287
fold along y=223
fold along x=143
fold along y=111
fold along x=71
fold along y=55
fold along x=35
fold along y=27
fold along y=13
fold along y=6
